Airport Code,Airport Name,City,Country,Latitude,Longitude
BSA,Bosaso Airport,Bosaso,Somalia,11.27530003,49.1493988
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916733,-47.92083359
BSC,José Celestino Mutis Airport,Bahia Solano,Colombia,6.20292,-77.3947
BSD,Baoshan Yunduan Airport,Baoshan,China,25.053301,99.168297
BSG,Bata Airport,Bata,Equatorial Guinea,1.905470014,9.805680275
BSK,Biskra Airport,Biskra,Algeria,34.79330063,5.738230228
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,47.59,7.5291667
BSO,Basco Airport,Basco,Philippines,20.4513,121.980003
BSR,Basrah International Airport,Basrah,Iraq,30.54910088,47.66210175
BTC,Batticaloa Airport,Batticaloa,Sri Lanka,7.70576,81.678802
BTH,Hang Nadim International Airport,Batam,Indonesia,1.121029973,104.1190033
BTI,Barter Island LRRS Airport,Barter Island,United States,70.13400269,-143.5820007
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,5.522872024,95.42063713
BTK,Bratsk Airport,Bratsk,Russia,56.37060165,101.697998
BTM,Bert Mooney Airport,Butte,United States,45.95479965,-112.4970016
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,United States,30.533199,-91.149597
BTS,M. R. Štefánik Airport,Bratislava,Slovakia,48.17020035,17.21269989
BTT,Bettles Airport,Bettles,United States,66.91390228,-151.529007
BTU,Bintulu Airport,Bintulu,Malaysia,3.123850107,113.0199966
BTV,Burlington International Airport,Burlington,United States,44.47190094,-73.15329742
BUA,Buka Airport,Buka Island,Papua New Guinea,-5.422319889,154.6730042
BUC,Burketown Airport,Burketown,Australia,-17.74860001,139.5339966
BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093
BUF,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062
BUL,Bulolo Airport,Bulolo,Papua New Guinea,-7.216286671,146.6495419
BUN,Gerardo Tobar López Airport,Buenaventura,Colombia,3.81963,-76.9898
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,-20.017401,28.617901
BUR,Bob Hope Airport,Burbank,United States,34.20069885,-118.3590012
BUS,Batumi International Airport,Batumi,Georgia,41.61029816,41.59970093
BUW,Betoambari Airport,Bau-Bau,Indonesia,-5.486879826,122.5690002
BUX,Bunia Airport,Bunia,Congo (Kinshasa),1.565719962,30.2208004
BUZ,Bushehr Airport,Bushehr,Iran,28.94479942,50.83459854
BVA,Paris Beauvais Tillé Airport,Beauvais,France,49.45439911,2.112780094
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,2.841388941,-60.6922226
BVC,Rabil Airport,Boa Vista,Cape Verde,16.1364994,-22.88890076
BVE,Brive Souillac Airport,Brive,France,45.039722,1.485556
BVG,Berlevåg Airport,Berlevag,Norway,70.871399,29.034201
BVH,Brigadeiro Camarão Airport,Vilhena,Brazil,-12.69439983,-60.09830093
BVI,Birdsville Airport,Birdsville,Australia,-25.89749908,139.3480072
BVS,Breves Airport,Breves,Brazil,-1.636530042,-50.4435997
BWA,Gautam Buddha Airport,Bhairawa,Nepal,27.505685,83.416293
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297
BWK,Bol Airport,Brac,Croatia,43.28570175,16.67970085
BWN,Brunei International Airport,Bandar Seri Begawan,Brunei,4.944200039,114.9280014
BWT,Wynyard Airport,Burnie,Australia,-40.99890137,145.7310028
BXB,Babo Airport,Babo,Indonesia,-2.532239914,133.4389954
BXR,Bam Airport,Bam,Iran,29.08419991,58.45000076
BXU,Bancasi Airport,Butuan,Philippines,8.9515,125.4788
BYC,Yacuiba Airport,Yacuiba,Bolivia,-21.96089935,-63.65169907
BYN,Bayankhongor Airport,Bayankhongor,Mongolia,46.16329956,100.7040024
BYO,Bonito Airport,Bointo,Brazil,-21.247299,-56.452499
BZE,Philip S. W. Goldson International Airport,Belize City,Belize,17.53910065,-88.30819702
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,53.09680176,17.97769928
BZL,Barisal Airport,Barisal,Bangladesh,22.8010006,90.30120087
BZN,Gallatin Field,Bozeman,United States,45.77750015,-111.1529999
BZO,Bolzano Airport,Bolzano,Italy,46.460201,11.3264
BZR,Béziers-Vias Airport,Beziers,France,43.32350159,3.353899956
BZV,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),-4.251699924,15.25300026
CAB,Cabinda Airport,Cabinda,Angola,-5.596990108,12.18840027
CAC,Cascavel Airport,Cascavel,Brazil,-25.00029945,-53.50080109
CAE,Columbia Metropolitan Airport,Columbia,United States,33.93880081,-81.11949921
CAG,Cagliari Elmas Airport,Cagliari,Italy,39.251499,9.05428
CAH,Cà Mau Airport,Ca Mau,Vietnam,9.177667,105.177778
CAI,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959
CAJ,Canaima Airport,Canaima,Venezuela,6.231988907,-62.85443115
CAK,Akron Canton Regional Airport,Akron,United States,40.91609955,-81.44219971
CAL,Campbeltown Airport,Campbeltown,United Kingdom,55.43719864,-5.686389923
CAN,Guangzhou Baiyun International Airport,Guangzhou,China,23.39240074,113.2990036
CAP,Cap Haitien International Airport,Cap Haitien,Haiti,19.733,-72.194702
CAW,Bartolomeu Lisandro Airport,Campos,Brazil,-21.69829941,-41.30170059
CAY,Cayenne-Rochambeau Airport,Cayenne,French Guiana,4.819809914,-52.36040115
CBB,Jorge Wilsterman International Airport,Cochabamba,Bolivia,-17.42110062,-66.17710114
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,31.64570045,-2.269860029
CBO,Awang Airport,Cotabato,Philippines,7.165239811,124.2099991
CBQ,Margaret Ekpo International Airport,Calabar,Nigeria,4.976019859,8.347200394
CBR,Canberra International Airport,Canberra,Australia,-35.30690002,149.1950073
CBT,Catumbela Airport,Catumbela,Angola,-12.4792,13.4869
CCC,Jardines Del Rey Airport,Cunagua,Cuba,22.46100044,-78.32839966
CCF,Carcassonne Airport,Carcassonne,France,43.2159996,2.306319952
CCJ,Calicut International Airport,Calicut,India,11.13679981,75.95529938
CCK,Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,-12.18830013,96.83390045
CCM,Diomício Freitas Airport,Criciuma,Brazil,-28.72444344,-49.42139053
CCP,Carriel Sur Airport,Concepcion,Chile,-36.772701,-73.063103
CCS,Simón Bolívar International Airport,Caracas,Venezuela,10.601194,-66.991222
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.65469933,88.44670105
CCV,Craig Cove Airport,Craig Cove,Vanuatu,-16.264999,167.923996
CDB,Cold Bay Airport,Cold Bay,United States,55.20610046,-162.7250061
CDC,Cedar City Regional Airport,Cedar City,United States,37.70100021,-113.098999
CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
CDJ,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,-8.348349571,-49.30149841
CDR,Chadron Municipal Airport,Chadron,United States,42.83760071,-103.0950012
CDV,Merle K (Mudhole) Smith Airport,Cordova,United States,60.4917984,-145.4779968
CEB,Mactan Cebu International Airport,Cebu,Philippines,10.30749989,123.9789963
CEC,Jack Mc Namara Field Airport,Crescent City,United States,41.78020096,-124.2369995
CED,Ceduna Airport,Ceduna,Australia,-32.13059998,133.7100067
CEE,Cherepovets Airport,Cherepovets,Russia,59.27360153,38.01580048
CEG,Hawarden Airport,Hawarden,United Kingdom,53.17810059,-2.977780104
CEI,Chiang Rai International Airport,Chiang Rai,Thailand,19.95229912,99.88289642
CEK,Chelyabinsk Balandino Airport,Chelyabinsk,Russia,55.305801,61.5033
CEM,Central Airport,Central,United States,65.57379913,-144.7830048
CEN,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,27.39259911,-109.8330002
CEZ,Cortez Municipal Airport,Cortez,United States,37.3030014,-108.6279984
CFB,Cabo Frio Airport,Cabo Frio,Brazil,-22.92169952,-42.07429886
CFC,Caçador Airport,Cacador,Brazil,-26.78840065,-50.93980026
CFE,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,45.7867012,3.169169903
CFK,Ech Cheliff Airport,Ech-cheliff,Algeria,36.21269989,1.331769943
CFN,Donegal Airport,Dongloe,Ireland,55.0442009,-8.340999603
CFR,Caen-Carpiquet Airport,Caen,France,49.1733017,-0.449999988
CFS,Coffs Harbour Airport,Coff's Harbour,Australia,-30.32060051,153.1159973
CFU,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,39.60189819,19.9116993
CGB,Marechal Rondon Airport,Cuiaba,Brazil,-15.65289974,-56.11669922
CGD,Changde Airport,Changde,China,28.91889954,111.6399994
CGH,Congonhas Airport,Sao Paulo,Brazil,-23.62611008,-46.65638733
CGI,Cape Girardeau Regional Airport,Cape Girardeau,United States,37.22529984,-89.57080078
CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,-6.12556982,106.6559982
CGM,Camiguin Airport,Camiguin,Philippines,9.253520012,124.7070007
CGN,Cologne Bonn Airport,Cologne,Germany,50.86589813,7.142739773
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,China,34.5196991,113.8410034
CGP,Shah Amanat International Airport,Chittagong,Bangladesh,22.24959946,91.81330109
CGQ,Longjia Airport,Changchun,China,43.99620056,125.6849976
CGR,Campo Grande Airport,Campo Grande,Brazil,-20.46870041,-54.67250061
CGY,Laguindingan Airport,Cagayan de Oro City,Philippines,8.612203,124.456496
CHA,Lovell Field,Chattanooga,United States,35.03530121,-85.20379639
CHC,Christchurch International Airport,Christchurch,New Zealand,-43.48939896,172.5319977
CHG,Chaoyang Airport,Chaoyang,China,41.538101,120.434998
CHO,Charlottesville Albemarle Airport,Charlottesville VA,United States,38.1385994,-78.45290375
CHQ,Chania International Airport,Chania,Greece,35.53170013,24.14970016
CHS,Charleston Air Force Base-International Airport,Charleston,United States,32.89860153,-80.04049683
CHU,Chuathbaluk Airport,Chuathbaluk,United States,61.579102,-159.216003
CHX,Cap Manuel Niño International Airport,Changuinola,Panama,9.458962,-82.515062
CHY,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,-6.711944,156.396111
CIA,Ciampino–G. B. Pastine International Airport,Rome,Italy,41.7994,12.5949
CIC,Chico Municipal Airport,Chico,United States,39.79539871,-121.8580017
CID,The Eastern Iowa Airport,Cedar Rapids,United States,41.88470078,-91.71080017
CIF,Chifeng Airport,Chifeng,China,42.23500061,118.9079971
CIH,Changzhi Airport,Changzhi,China,36.247501,113.125999
CIJ,Capitán Aníbal Arab Airport,Cobija,Bolivia,-11.04039955,-68.78299713
CIK,Chalkyitsik Airport,Chalkyitsik,United States,66.64499664,-143.7400055
CIP,Chipata Airport,Chipata,Zambia,-13.55830002,32.58720016
CIT,Shymkent Airport,Chimkent,Kazakhstan,42.36420059,69.47889709
CIU,Chippewa County International Airport,Sault Ste Marie,United States,46.25080109,-84.47239685
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,-6.787479877,-79.82810211
CIY,Comiso Airport,Comiso,Italy,36.994601,14.607182
CIZ,Coari Airport,Coari,Brazil,-4.134059906,-63.13259888
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,-7.139180183,-78.48940277
CJB,Coimbatore International Airport,Coimbatore,India,11.02999973,77.04340363
CJC,El Loa Airport,Calama,Chile,-22.49819946,-68.9036026
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,36.717008,127.498741
CJL,Chitral Airport,Chitral,Pakistan,35.88660049,71.80059814
CJM,Chumphon Airport,Chumphon,Thailand,10.71119976,99.36170197
CJS,Abraham González International Airport,Ciudad Juarez,Mexico,31.63610077,-106.4290009
CJU,Jeju International Airport,Cheju,South Korea,33.51129913,126.4929962
CKB,North Central West Virginia Airport,Clarksburg,United States,39.29660034,-80.22810364
CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983
CKH,Chokurdakh Airport,Chokurdah,Russia,70.62310028,147.9019928
CKS,Carajás Airport,Parauapebas,Brazil,-6.115277767,-50.00138855
CKY,Conakry International Airport,Conakry,Guinea,9.57689,-13.612
CKZ,Çanakkale Airport,Canakkale,Turkey,40.13769913,26.42679977
CLD,Mc Clellan-Palomar Airport,Carlsbad,United States,33.12829971,-117.2799988
CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.4117012,-81.84980011
CLJ,Cluj-Napoca International Airport,Cluj-napoca,Romania,46.78519821,23.68619919
CLL,Easterwood Field,College Station,United States,30.58860016,-96.36380005
CLM,William R Fairchild International Airport,Port Angeles,United States,48.12020111,-123.5
CLO,Alfonso Bonilla Aragon International Airport,Cali,Colombia,3.54322,-76.3816
CLQ,Licenciado Miguel de la Madrid Airport,Colima,Mexico,19.277,-103.577002
CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998
CLV,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,-17.72529984,-48.60749817
CLY,Calvi-Sainte-Catherine Airport,Calvi,France,42.5244444,8.7930556
CMA,Cunnamulla Airport,Cunnamulla,Australia,-28.03000069,145.621994
CMB,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,7.180759907,79.88410187
CME,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,18.65369987,-91.7990036
CMG,Corumbá International Airport,Corumba,Brazil,-19.01194382,-57.67139053
CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899
CMI,University of Illinois Willard Airport,Champaign,United States,40.03919983,-88.27809906
CMN,Mohammed V International Airport,Casablanca,Morocco,33.36750031,-7.589970112
CMP,Santana do Araguaia Airport,Santana do Araguaia,Brazil,-9.319970131,-50.32849884
CMU,Chimbu Airport,Kundiawa,Papua New Guinea,-6.024290085,144.970993
CMW,Ignacio Agramonte International Airport,Camaguey,Cuba,21.42029953,-77.84750366
CMX,Houghton County Memorial Airport,Hancock,United States,47.16839981,-88.4890976
CND,Mihail Kogălniceanu International Airport,Constanta,Romania,44.36220169,28.48830032
CNF,Tancredo Neves International Airport,Belo Horizonte,Brazil,-19.62444305,-43.9719429
CNJ,Cloncurry Airport,Cloncurry,Australia,-20.66860008,140.5039978
CNM,Cavern City Air Terminal,Carlsbad,United States,32.33750153,-104.2630005
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,70.74310303,-22.65049934
CNS,Cairns International Airport,Cairns,Australia,-16.88579941,145.7550049
CNX,Chiang Mai International Airport,Chiang Mai,Thailand,18.76679993,98.96260071
CNY,Canyonlands Field,Moab,United States,38.75500107,-109.7549973
COD,Yellowstone Regional Airport,Cody,United States,44.52019882,-109.0240021
COK,Cochin International Airport,Kochi,India,10.152,76.401901
COO,Cadjehoun Airport,Cotonou,Benin,6.357230186,2.384350061
COQ,Choibalsan Airport,Choibalsan,Mongolia,48.13570023,114.6460037
COR,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-31.323601,-64.208
COS,City of Colorado Springs Municipal Airport,Colorado Springs,United States,38.805801,-104.700996
COU,Columbia Regional Airport,Columbia,United States,38.81809998,-92.21959686
CPC,Aviador C. Campos Airport,San Martin Des Andes,Argentina,-40.075401,-71.137299
CPD,Coober Pedy Airport,Coober Pedy,Australia,-29.04000092,134.720993
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,19.81679916,-90.50029755
CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.61790085,12.65600014
CPO,Desierto de Atacama Airport,Copiapo,Chile,-27.26119995,-70.77919769
CPR,Casper-Natrona County International Airport,Casper,United States,42.908001,-106.463997
CPT,Cape Town International Airport,Cape Town,South Africa,-33.96480179,18.60169983
CPV,Presidente João Suassuna Airport,Campina Grande,Brazil,-7.26992,-35.8964
CPX,Benjamin Rivera Noriega Airport,Culebra Island,Puerto Rico,18.313289,-65.304324
CRA,Craiova Airport,Craiova,Romania,44.31809998,23.8885994
CRD,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,-45.7853,-67.4655
CRI,Colonel Hill Airport,Colonel Hill,Bahamas,22.74559975,-74.18240356
CRK,Diosdado Macapagal International Airport,Angeles City,Philippines,15.186,120.559998
CRL,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382
CRM,Catarman National Airport,Catarman,Philippines,12.5024004,124.6360016
CRP,Corpus Christi International Airport,Corpus Christi,United States,27.77039909,-97.50119781
CRW,Yeager Airport,Charleston,United States,38.37310028,-81.59320068
CSG,Columbus Metropolitan Airport,Columbus,United States,32.5163002,-84.93890381
CSH,Solovki Airport,Solovetsky Islands,Russia,65.02999878,35.73333359
CSK,Cap Skirring Airport,Cap Skiring,Senegal,12.39533,-16.748
CSX,Changsha Huanghua International Airport,Changcha,China,28.18919945,113.2200012
CSY,Cheboksary Airport,Cheboksary,Russia,56.09030151,47.34730148
CTA,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664
CTC,Catamarca Airport,Catamarca,Argentina,-28.59560013,-65.75170136
CTG,Rafael Nuñez International Airport,Cartagena,Colombia,10.4424,-75.513
CTL,Charleville Airport,Charlieville,Australia,-26.41329956,146.2619934
CTM,Chetumal International Airport,Chetumal,Mexico,18.50469971,-88.32679749
CTS,New Chitose Airport,Sapporo,Japan,42.77519989,141.6920013
CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986
CUC,Camilo Daza International Airport,Cucuta,Colombia,7.92757,-72.5115
CUE,Mariscal Lamar Airport,Cuenca,Ecuador,-2.88947,-78.984398
CUF,Cuneo International Airport,Cuneo,Italy,44.547001,7.62322
CUL,Bachigualato Federal International Airport,Culiacan,Mexico,24.76449966,-107.4749985
CUM,Cumaná (Antonio José de Sucre) Airport,Cumana,Venezuela,10.45033264,-64.13047028
CUN,Cancún International Airport,Cancun,Mexico,21.03650093,-86.87709808
CUQ,Coen Airport,Coen,Australia,-13.761133,143.113311
CUR,Hato International Airport,Willemstad,Netherlands Antilles,12.1889,-68.959801
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,28.70289993,-105.9649963
CUZ,Alejandro Velasco Astete International Airport,Cuzco,Peru,-13.53569984,-71.938797
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.04880142,-84.6678009
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,23.70330048,-98.95649719
CVU,Corvo Airport,Corvo,Portugal,39.671501,-31.1136
CWA,Central Wisconsin Airport,Wassau,United States,44.77759933,-89.66680145
CWB,Afonso Pena Airport,Curitiba,Brazil,-25.5284996,-49.17580032
CWL,Cardiff International Airport,Cardiff,United Kingdom,51.39670181,-3.343329906
CXB,Cox's Bazar Airport,Cox's Bazar,Bangladesh,21.45219994,91.96389771
CXH,Vancouver Harbour Water Aerodrome,Vancouver,Canada,49.29439926,-123.1110001
CXI,Cassidy International Airport,Kiritimati,Kiribati,1.98616004,-157.3500061
CXJ,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,-29.19709969,-51.1875
CXR,Cam Ranh Airport,Nha Trang,Vietnam,11.99820042,109.2190018
CYB,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,19.68700027,-79.88279724
CYF,Chefornak Airport,Chefornak,United States,60.14920044,-164.2859955
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,21.61650085,-81.54599762
CYP,Calbayog Airport,Calbayog City,Philippines,12.07269955,124.5449982
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,41.15570068,-104.8119965
